enabled,description,workflow_id,tg_id_usera,timezone,start_time,days_of_week,start_date,end_date,last_started_at,status,time_to_complete_the_procedure,completed
true,Сформировать задачу на печать этикеток и маркировку (слот 04:25),Test proga,8041897638,Europe/Kyiv,04:25,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 04:26),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,04:26,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 04:27),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,04:27,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 04:28),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,04:28,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 04:29),Test proga,544911412|8041897638,Europe/Kyiv,04:29,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 04:30),Router_Telegram_Router,544911412,Europe/Kyiv,04:30,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 04:31),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,04:31,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 04:32),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,04:32,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 04:33),Test proga,544911412,Europe/Kyiv,04:33,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 04:34),Router_Telegram_Router,8041897638,Europe/Kyiv,04:34,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 04:35),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,04:35,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 04:36),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,04:36,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 04:37),Test proga,8041897638,Europe/Kyiv,04:37,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 04:38),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,04:38,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 04:39),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,04:39,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 04:40),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,04:40,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 04:41),Test proga,544911412|8041897638,Europe/Kyiv,04:41,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 04:42),Router_Telegram_Router,544911412,Europe/Kyiv,04:42,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 04:43),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,04:43,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 04:44),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,04:44,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 04:45),Test proga,544911412,Europe/Kyiv,04:45,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 04:46),Router_Telegram_Router,8041897638,Europe/Kyiv,04:46,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 04:47),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,04:47,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 04:48),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,04:48,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 04:49),Test proga,8041897638,Europe/Kyiv,04:49,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 04:50),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,04:50,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 04:51),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,04:51,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 04:52),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,04:52,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 04:53),Test proga,544911412|8041897638,Europe/Kyiv,04:53,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 04:54),Router_Telegram_Router,544911412,Europe/Kyiv,04:54,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 04:55),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,04:55,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 04:56),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,04:56,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 04:57),Test proga,544911412,Europe/Kyiv,04:57,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 04:58),Router_Telegram_Router,8041897638,Europe/Kyiv,04:58,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 04:59),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,04:59,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 05:00),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,05:00,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 05:01),Test proga,8041897638,Europe/Kyiv,05:01,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 05:02),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,05:02,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 05:03),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,05:03,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 05:04),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,05:04,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 05:05),Test proga,544911412|8041897638,Europe/Kyiv,05:05,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 05:06),Router_Telegram_Router,544911412,Europe/Kyiv,05:06,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 05:07),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,05:07,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 05:08),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,05:08,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 05:09),Test proga,544911412,Europe/Kyiv,05:09,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 05:10),Router_Telegram_Router,8041897638,Europe/Kyiv,05:10,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 05:11),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,05:11,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 05:12),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,05:12,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 05:13),Test proga,8041897638,Europe/Kyiv,05:13,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 05:14),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,05:14,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 05:15),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,05:15,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 05:16),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,05:16,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 05:17),Test proga,544911412|8041897638,Europe/Kyiv,05:17,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 05:18),Router_Telegram_Router,544911412,Europe/Kyiv,05:18,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 05:19),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,05:19,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 05:20),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,05:20,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 05:21),Test proga,544911412,Europe/Kyiv,05:21,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 05:22),Router_Telegram_Router,8041897638,Europe/Kyiv,05:22,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 05:23),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,05:23,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 05:24),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,05:24,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 05:25),Test proga,8041897638,Europe/Kyiv,05:25,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 05:26),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,05:26,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 05:27),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,05:27,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 05:28),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,05:28,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 05:29),Test proga,544911412|8041897638,Europe/Kyiv,05:29,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 05:30),Router_Telegram_Router,544911412,Europe/Kyiv,05:30,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 05:31),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,05:31,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 05:32),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,05:32,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 05:33),Test proga,544911412,Europe/Kyiv,05:33,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 05:34),Router_Telegram_Router,8041897638,Europe/Kyiv,05:34,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 05:35),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,05:35,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 05:36),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,05:36,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 05:37),Test proga,8041897638,Europe/Kyiv,05:37,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 05:38),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,05:38,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 05:39),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,05:39,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 05:40),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,05:40,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 05:41),Test proga,544911412|8041897638,Europe/Kyiv,05:41,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 05:42),Router_Telegram_Router,544911412,Europe/Kyiv,05:42,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 05:43),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,05:43,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 05:44),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,05:44,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 05:45),Test proga,544911412,Europe/Kyiv,05:45,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 05:46),Router_Telegram_Router,8041897638,Europe/Kyiv,05:46,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 05:47),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,05:47,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 05:48),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,05:48,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 05:49),Test proga,8041897638,Europe/Kyiv,05:49,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 05:50),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,05:50,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 05:51),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,05:51,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 05:52),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,05:52,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 05:53),Test proga,544911412|8041897638,Europe/Kyiv,05:53,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 05:54),Router_Telegram_Router,544911412,Europe/Kyiv,05:54,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 05:55),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,05:55,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 05:56),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,05:56,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 05:57),Test proga,544911412,Europe/Kyiv,05:57,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 05:58),Router_Telegram_Router,8041897638,Europe/Kyiv,05:58,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 05:59),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,05:59,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 06:00),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,06:00,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 06:01),Test proga,8041897638,Europe/Kyiv,06:01,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 06:02),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,06:02,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 06:03),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,06:03,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 06:04),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,06:04,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 06:05),Test proga,544911412|8041897638,Europe/Kyiv,06:05,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 06:06),Router_Telegram_Router,544911412,Europe/Kyiv,06:06,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 06:07),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,06:07,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 06:08),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,06:08,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 06:09),Test proga,544911412,Europe/Kyiv,06:09,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 06:10),Router_Telegram_Router,8041897638,Europe/Kyiv,06:10,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 06:11),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,06:11,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 06:12),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,06:12,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 06:13),Test proga,8041897638,Europe/Kyiv,06:13,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 06:14),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,06:14,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 06:15),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,06:15,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 06:16),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,06:16,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 06:17),Test proga,544911412|8041897638,Europe/Kyiv,06:17,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 06:18),Router_Telegram_Router,544911412,Europe/Kyiv,06:18,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 06:19),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,06:19,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 06:20),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,06:20,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 06:21),Test proga,544911412,Europe/Kyiv,06:21,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 06:22),Router_Telegram_Router,8041897638,Europe/Kyiv,06:22,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 06:23),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,06:23,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 06:24),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,06:24,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 06:25),Test proga,8041897638,Europe/Kyiv,06:25,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 06:26),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,06:26,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 06:27),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,06:27,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 06:28),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,06:28,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 06:29),Test proga,544911412|8041897638,Europe/Kyiv,06:29,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 06:30),Router_Telegram_Router,544911412,Europe/Kyiv,06:30,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 06:31),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,06:31,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 06:32),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,06:32,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 06:33),Test proga,544911412,Europe/Kyiv,06:33,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 06:34),Router_Telegram_Router,8041897638,Europe/Kyiv,06:34,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 06:35),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,06:35,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 06:36),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,06:36,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 06:37),Test proga,8041897638,Europe/Kyiv,06:37,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 06:38),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,06:38,1|2|3|4|5|6|7,,,,,,
true,Проверить ошибки в трекинге и открыть тикет в поддержку (слот 06:39),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,06:39,1|2|3|4|5|6|7,,,,,,
true,Подготовить сводку по отгрузкам за час для руководителя (слот 06:40),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,06:40,1|2|3|4|5|6|7,,,,,,
true,Проверить SLA по срочным заказам и эскалировать риски (слот 06:41),Test proga,544911412|8041897638,Europe/Kyiv,06:41,1|2|3|4|5|6|7,,,,,,
true,Уточнить готовность склада к отбору и комплектации (слот 06:42),Router_Telegram_Router,544911412,Europe/Kyiv,06:42,1|2|3|4|5|6|7,,,,,,
true,Перепроверить план загрузки машины и порядок точек (слот 06:43),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,06:43,1|2|3|4|5|6|7,,,,,,
true,Согласовать замену транспорта при поломке/задержке (слот 06:44),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,06:44,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие доверенностей и реквизитов получателя (слот 06:45),Test proga,544911412,Europe/Kyiv,06:45,1|2|3|4|5|6|7,,,,,,
true,Проверить температуру/условия хранения для спецгруза (слот 06:46),Router_Telegram_Router,8041897638,Europe/Kyiv,06:46,1|2|3|4|5|6|7,,,,,,
true,Сверить время прибытия и обновить прогноз по доставке (слот 06:47),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,06:47,1|2|3|4|5|6|7,,,,,,
true,Проверить документы по международной отправке (инвойс/упаковочный) (слот 06:48),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,06:48,1|2|3|4|5|6|7,,,,,,
true,Подготовить задачу на инвентаризацию проблемной номенклатуры (слот 06:49),Test proga,8041897638,Europe/Kyiv,06:49,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность штрихкодов и сканов по партиям (слот 06:50),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,06:50,1|2|3|4|5|6|7,,,,,,
true,Сформировать список задач для смены логистов (слот 06:51),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,06:51,1|2|3|4|5|6|7,,,,,,
true,Проверить очередь заявок на экспресс-доставку (слот 06:52),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,06:52,1|2|3|4|5|6|7,,,,,,
true,Сверить возвратные документы и закрыть спорные позиции (слот 06:53),Test proga,544911412|8041897638,Europe/Kyiv,06:53,1|2|3|4|5|6|7,,,,,,
true,Проверить сообщения от клиентов и ответить по статусам доставок (слот 06:54),Router_Telegram_Router,544911412,Europe/Kyiv,06:54,1|2|3|4|5|6|7,,,,,,
true,Сформировать реестр отгрузок и отправить бухгалтерии (слот 06:55),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,06:55,1|2|3|4|5|6|7,,,,,,
true,Проверить входящие заявки на доставку и расставить приоритеты (слот 06:56),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,06:56,1|2|3|4|5|6|7,,,,,,
true,Сверить статусы отгрузок в TMS и обновить таблицу (слот 06:57),Test proga,544911412,Europe/Kyiv,06:57,1|2|3|4|5|6|7,,,,,,
true,Созвон с водителем: уточнить ETA и точку разгрузки (слот 06:58),Router_Telegram_Router,8041897638,Europe/Kyiv,06:58,1|2|3|4|5|6|7,,,,,,
true,Проверить наличие на складе по заказам на ближайший рейс (слот 06:59),uN2g1pUp256tdDRV,544911412|8041897638,Europe/Kyiv,06:59,1|2|3|4|5|6|7,,,,,,
true,Подготовить маршрутный лист для курьера по городу (слот 07:00),O53EqnIO7LJ1Axrv,544911412,Europe/Kyiv,07:00,1|2|3|4|5|6|7,,,,,,
true,Проверить корректность адресов и контактных телефонов получателей (слот 07:01),Test proga,8041897638,Europe/Kyiv,07:01,1|2|3|4|5|6|7,,,,,,
true,Согласовать окно доставки с клиентом и зафиксировать в системе (слот 07:02),Router_Telegram_Router,544911412|8041897638,Europe/Kyiv,07:02,1|2|3|4|5|6|7,,,,,,
true,Собрать пакет документов: ТТН/накладные/акты (слот 07:03),uN2g1pUp256tdDRV,544911412,Europe/Kyiv,07:03,1|2|3|4|5|6|7,,,,,,
true,Проверить ограничения по габаритам и весу для отправлений (слот 07:04),O53EqnIO7LJ1Axrv,8041897638,Europe/Kyiv,07:04,1|2|3|4|5|6|7,,,,,,
true,Сформировать задачу на печать этикеток и маркировку (слот 07:05),Test proga,544911412|8041897638,Europe/Kyiv,07:05,1|2|3|4|5|6|7,,,,,,
true,Проверить очереди на воротах и перераспределить слоты (слот 07:06),Router_Telegram_Router,544911412,Europe/Kyiv,07:06,1|2|3|4|5|6|7,,,,,,
true,Сверить остатки паллет и запросить пополнение расходников (слот 07:07),uN2g1pUp256tdDRV,8041897638,Europe/Kyiv,07:07,1|2|3|4|5|6|7,,,,,,
true,Отправить уведомление клиенту о переносе времени доставки (слот 07:08),O53EqnIO7LJ1Axrv,544911412|8041897638,Europe/Kyiv,07:08,1|2|3|4|5|6|7,,,,,,
true,Проверить возвраты и оформить заявку на обратную логистику (слот 07:09),Test proga,544911412,Europe/Kyiv,07:09,1|2|3|4|5|6|7,,,,,,
true,Сверить счета перевозчика и подтверждения выполнения рейса (слот 07:10),Router_Telegram_Router,8041897638,Europe/Kyiv,07:10,1|2|3|4|5|6|7,,,,,,
